#{"t_start": 1774928501.715549, "env_id": "HalfCheetah-v4"}
r,l,t
-270.499169,1000,2.181914
-256.109361,1000,35.499424
-219.260706,1000,72.788807
-224.855109,1000,110.999233
-252.172687,1000,135.776531
-225.176873,1000,173.527198
-262.27659,1000,210.499356
-187.740684,1000,248.262593
-170.395646,1000,287.54054
-159.109089,1000,313.136659
-165.348202,1000,350.396369
-78.412573,1000,388.085908
1.990514,1000,427.145103
-263.784235,1000,464.525081
-55.139022,1000,489.343287
142.928291,1000,525.834942
203.752741,1000,564.920138
238.208038,1000,604.119444
794.633178,1000,641.51807
1593.848663,1000,665.273314
1822.608196,1000,703.990092
2145.99282,1000,740.809076
2439.505913,1000,780.241579
2751.147524,1000,818.372505
2712.181864,1000,842.872548
2960.803129,1000,882.387304
2783.858487,1000,920.586474
2990.254428,1000,959.884139
3122.350961,1000,997.943299
3178.924912,1000,1021.126113
3191.368304,1000,1059.25047
3373.098338,1000,1097.321218
3235.285773,1000,1135.283431
3416.70073,1000,1173.821199
3330.632636,1000,1197.751443
3242.613341,1000,1236.752038
3593.346285,1000,1276.051659
3792.766029,1000,1313.005035
3747.917394,1000,1352.120526
3901.60124,1000,1376.12628
3962.480755,1000,1415.358906
3904.539376,1000,1452.793383
4091.367193,1000,1489.468247
4123.96004,1000,1528.563859
4389.930985,1000,1553.685341
4247.282192,1000,1589.326581
4271.408363,1000,1627.003364
4443.563362,1000,1663.938596
4469.034118,1000,1701.695044
4240.179653,1000,1726.576154
4535.415962,1000,1763.961612
4566.041393,1000,1802.650525
4627.304696,1000,1842.101931
4549.89184,1000,1878.381395
4644.806177,1000,1903.185032
4700.407288,1000,1940.147014
4860.861397,1000,1979.523928
4723.36714,1000,2018.36644
4724.414086,1000,2056.89852
4913.024076,1000,2082.522946
4908.30063,1000,2120.390492
4891.413741,1000,2157.8888
4737.097014,1000,2197.26942
4933.92782,1000,2234.227282
4990.588978,1000,2258.684886
4787.592114,1000,2297.988011
4790.949452,1000,2335.685663
4882.624424,1000,2373.75872
4851.669743,1000,2412.999221
5049.327807,1000,2436.726406
5109.576631,1000,2475.920238
4888.407312,1000,2512.203588
5174.30524,1000,2551.388887
5162.98994,1000,2590.255961
5075.173917,1000,2613.663339
5143.727162,1000,2652.531254
5202.975746,1000,2691.574675
5037.436188,1000,2728.318196
5019.136723,1000,2767.28407
5211.863549,1000,2790.626326
5087.489039,1000,2829.026619
5240.95868,1000,2866.524708
5265.224851,1000,2904.191144
5239.115891,1000,2943.408607
5444.479143,1000,2968.460165
5156.637769,1000,3005.743205
5226.426642,1000,3044.172615
5301.629369,1000,3081.647757
5150.649729,1000,3119.110434
5208.933172,1000,3143.466614
5305.411054,1000,3180.340779
5207.477925,1000,3218.555261
5199.351925,1000,3257.301155
5093.843367,1000,3294.323499
5544.801274,1000,3318.505653
5287.948907,1000,3354.158149
5250.956597,1000,3392.115761
5428.478712,1000,3430.122461
5505.426759,1000,3468.358719
5398.228705,1000,3493.157221
5360.993853,1000,3532.947102
5525.344591,1000,3570.680572
5596.216456,1000,3609.292788
5446.916644,1000,3647.354162
5462.326714,1000,3672.353467
5465.635458,1000,3709.476595
5564.466637,1000,3747.266567
5600.862492,1000,3785.865457
5591.526188,1000,3823.645073
5565.402954,1000,3846.649326
5667.071156,1000,3884.246569
5560.499644,1000,3922.343759
5741.125488,1000,3961.621881
5554.866555,1000,3999.875237
5770.099907,1000,4022.930632
5746.817771,1000,4061.883984
5763.022734,1000,4100.771985
5783.125937,1000,4137.655317
5517.995083,1000,4176.310918
5664.425248,1000,4200.264138
5804.95881,1000,4237.14242
5734.952133,1000,4275.386958
5804.765776,1000,4312.375599
5544.726682,1000,4350.583729
5927.881485,1000,4375.621174
