#{"t_start": 1774928501.7155464, "env_id": "HalfCheetah-v4"}
r,l,t
-229.323761,1000,2.18209
-449.868957,1000,35.499754
-175.542524,1000,72.789136
-136.674897,1000,110.999569
-224.11438,1000,135.776904
-262.084591,1000,173.527438
-200.410095,1000,210.499729
-212.678203,1000,248.262913
-210.024205,1000,287.540807
-166.910038,1000,313.137072
-67.429619,1000,350.39666
-92.474689,1000,388.086261
-43.224708,1000,427.145434
-244.783585,1000,464.525428
-40.379936,1000,489.343443
50.523172,1000,525.835166
296.542149,1000,564.920612
551.03389,1000,604.119753
1089.323752,1000,641.5185
1427.847758,1000,665.273632
507.2457,1000,703.990517
2406.415644,1000,740.809358
2331.034511,1000,780.24191
2673.310459,1000,818.372745
2826.091561,1000,842.872867
2806.957771,1000,882.387587
2887.821571,1000,920.586464
2946.057052,1000,959.884382
2948.452344,1000,997.943598
3121.659473,1000,1021.126376
3271.446475,1000,1059.250771
3237.305432,1000,1097.321471
3269.3084,1000,1135.283701
3387.768569,1000,1173.821514
3471.309253,1000,1197.751749
3410.3548,1000,1236.752664
3664.06834,1000,1276.05196
3688.529629,1000,1313.005228
3840.07186,1000,1352.120862
3867.349218,1000,1376.126513
4036.623772,1000,1415.359144
3850.833188,1000,1452.793557
4218.497523,1000,1489.468433
4153.76817,1000,1528.564192
4424.491482,1000,1553.685507
4094.73422,1000,1589.326865
4439.371837,1000,1627.003745
4252.67271,1000,1663.93863
4539.078146,1000,1701.695073
4411.480186,1000,1726.576618
4588.538601,1000,1763.961888
4639.217235,1000,1802.650762
4646.314088,1000,1842.102299
4735.932745,1000,1878.381599
4733.987689,1000,1903.185042
4688.728574,1000,1940.147013
4585.427533,1000,1979.524163
4831.959252,1000,2018.366865
4750.857933,1000,2056.898759
4883.331471,1000,2082.523277
4747.455553,1000,2120.391038
4742.797556,1000,2157.889009
5046.973249,1000,2197.269713
4782.589456,1000,2234.22773
4711.651581,1000,2258.685092
5003.954228,1000,2297.98815
4780.599986,1000,2335.68555
4784.631089,1000,2373.759232
4920.302306,1000,2412.999574
4995.214966,1000,2436.726672
5048.783587,1000,2475.920348
5107.143275,1000,2512.203883
5037.412089,1000,2551.389147
5078.929457,1000,2590.256182
5050.811023,1000,2613.663632
4946.249613,1000,2652.531478
5164.253504,1000,2691.575115
5132.775334,1000,2728.318413
5209.787762,1000,2767.284329
5236.955116,1000,2790.626603
5232.475911,1000,2829.02687
5133.979888,1000,2866.525043
5391.583558,1000,2904.19143
5128.393691,1000,2943.408898
5275.832807,1000,2968.460314
5216.805746,1000,3005.743411
5359.290616,1000,3044.172945
5214.023247,1000,3081.647849
5215.76272,1000,3119.110626
5450.918611,1000,3143.466911
5299.367693,1000,3180.341087
5224.942629,1000,3218.55566
5419.23601,1000,3257.301349
5396.816984,1000,3294.323745
5506.31672,1000,3318.505992
5421.490276,1000,3354.15836
5361.640238,1000,3392.116168
5481.984479,1000,3430.122766
5323.894854,1000,3468.358739
5589.094992,1000,3493.1575
5501.780194,1000,3532.947213
5511.981702,1000,3570.680775
5653.68945,1000,3609.29306
5593.022384,1000,3647.35439
5583.559431,1000,3672.353797
5435.370587,1000,3709.47697
5472.1235,1000,3747.266856
5634.404583,1000,3785.865507
5620.687421,1000,3823.645437
5629.884261,1000,3846.649645
5648.606198,1000,3884.246902
5638.766166,1000,3922.344054
5626.607792,1000,3961.622154
5680.655164,1000,3999.875325
5644.134037,1000,4022.930971
5756.358877,1000,4061.884275
5769.073832,1000,4100.77226
5739.313472,1000,4137.655603
5808.778986,1000,4176.311293
5882.467463,1000,4200.264229
5819.714531,1000,4237.142728
5778.272005,1000,4275.387247
5766.859666,1000,4312.375879
5669.676486,1000,4350.584022
5955.443481,1000,4375.621531
