#{"t_start": 1776920954.3875666, "env_id": "HalfCheetah-v4"}
r,l,t
-285.501469,1000,2.857234
-233.138686,1000,17.512271
-375.198877,1000,37.891405
-391.193047,1000,52.643163
-352.659335,1000,60.034659
-309.41723,1000,74.800488
-256.749918,1000,94.588348
-310.929766,1000,109.323399
-409.539534,1000,129.296589
-318.673339,1000,131.430961
-258.542651,1000,151.711195
-219.647157,1000,166.279132
-321.8707,1000,186.109973
-258.674113,1000,200.759241
-222.976068,1000,208.217604
-316.491363,1000,222.783645
-247.242458,1000,242.71041
-309.773399,1000,257.521237
-314.682431,1000,277.632746
-293.899292,1000,279.596017
-223.869142,1000,299.855071
-243.909628,1000,314.38499
-254.236166,1000,334.846397
-162.848301,1000,349.721683
-232.176512,1000,357.411551
-247.610936,1000,371.752842
-372.807904,1000,392.200454
-255.363276,1000,407.070777
-209.481438,1000,427.316041
-166.704347,1000,429.398268
-242.328474,1000,449.945695
-223.214891,1000,464.366363
-216.811819,1000,484.215014
-243.27993,1000,499.146394
-199.790481,1000,506.827472
-165.731807,1000,521.565312
-171.238094,1000,541.645213
-157.565488,1000,556.413393
-176.692927,1000,576.517304
-209.64791,1000,578.538716
-236.483328,1000,598.659471
-125.046516,1000,613.581137
-111.956585,1000,628.567778
-167.855807,1000,649.089426
-140.729592,1000,651.305974
-150.129449,1000,671.213026
-117.884843,1000,685.711855
-184.330752,1000,705.470002
-23.819228,1000,720.160456
-36.602355,1000,727.833874
-172.839622,1000,742.606629
-19.746849,1000,762.513042
-113.053156,1000,777.121421
-136.502781,1000,797.501014
-84.211321,1000,799.732967
-45.263348,1000,820.29485
-65.302133,1000,834.874196
-24.070128,1000,854.827885
4.988404,1000,869.328879
-57.114892,1000,876.738045
13.05992,1000,891.194823
1.765449,1000,910.876662
0.194796,1000,925.61413
60.055575,1000,945.715712
66.6381,1000,947.751522
147.631403,1000,967.82245
157.811611,1000,982.571541
27.997471,1000,1002.862135
112.207893,1000,1017.514537
39.557842,1000,1024.848341
233.623182,1000,1039.509726
153.093234,1000,1059.459791
186.419682,1000,1074.129113
190.733466,1000,1094.070573
196.630696,1000,1096.103334
150.70308,1000,1116.117595
225.562779,1000,1130.738814
153.199301,1000,1150.783916
197.946797,1000,1165.407239
204.468083,1000,1172.909653
239.560883,1000,1187.691004
318.75807,1000,1207.778545
302.121366,1000,1222.203507
357.707849,1000,1241.912872
325.85119,1000,1244.075374
352.561382,1000,1258.584662
344.872602,1000,1278.27233
318.858086,1000,1292.985878
400.869892,1000,1312.992177
348.720952,1000,1315.152529
374.38693,1000,1334.94635
462.118164,1000,1349.292658
482.281395,1000,1369.132191
414.904106,1000,1383.650278
430.087019,1000,1391.171157
437.488656,1000,1405.688118
528.818532,1000,1425.897499
574.835657,1000,1440.424488
460.416944,1000,1460.45264
408.712926,1000,1462.657004
451.252136,1000,1482.443334
481.923152,1000,1496.829316
500.119844,1000,1517.002209
609.673944,1000,1531.601372
503.533764,1000,1538.881221
362.920221,1000,1553.317989
663.676499,1000,1572.961965
522.884555,1000,1587.546411
589.564068,1000,1607.371457
641.764849,1000,1609.331635
566.565697,1000,1629.694777
642.515189,1000,1644.152013
651.459564,1000,1664.175253
662.685075,1000,1678.823138
528.144812,1000,1686.583265
546.262822,1000,1701.118442
681.659957,1000,1720.971459
689.164096,1000,1735.441203
674.488136,1000,1755.762652
712.465971,1000,1757.904814
663.571105,1000,1777.492005
680.72324,1000,1792.303262
741.397122,1000,1812.17389
633.646136,1000,1826.91983
713.117695,1000,1834.304067
734.166673,1000,1848.753782
