#{"t_start": 1774836312.3020282, "env_id": "Hopper-v4"}
r,l,t
14.736356,15,0.885099
18.714954,22,0.929368
8.21469,13,0.957038
11.589056,15,0.991694
44.887678,48,1.119518
6.9759,17,1.170489
14.177816,28,1.261601
15.679913,25,1.346656
9.996162,13,1.39069
11.30569,17,1.450643
13.006638,19,1.519371
15.130836,36,1.64253
8.18253,13,1.681959
10.963574,22,1.753104
8.108561,11,1.790288
13.65687,17,1.852459
8.146741,13,1.898062
5.162818,7,1.922198
19.322848,18,1.987952
13.573122,23,2.069114
6.437103,9,2.100783
6.570681,12,2.144049
14.166833,23,2.22423
12.228574,23,2.30368
6.352893,8,2.330838
19.666066,19,2.392073
9.323332,11,2.419855
4.59173,11,2.45173
6.452125,9,2.48053
4.191164,18,2.54347
12.266496,19,2.591547
7.039334,9,2.608093
8.496074,13,2.6375
6.551102,12,2.667545
20.653148,21,2.726555
10.81711,17,2.779442
23.865667,22,2.852453
35.837939,29,2.949855
44.43947,34,3.057968
15.561755,18,3.113123
6.981886,11,3.148409
9.518569,11,3.179285
10.577889,26,3.258243
16.801232,25,3.334193
5.719367,9,3.360653
7.857463,11,3.394024
8.665162,13,3.434144
9.040732,14,3.477999
8.290305,10,3.510062
16.698489,24,3.58691
12.752101,13,3.62848
8.339925,15,3.675786
18.226243,18,3.732906
13.336852,18,3.789924
7.988812,10,3.821566
16.129048,18,3.878617
7.622082,15,3.930354
59.188138,61,4.122414
17.010398,24,4.207234
11.516516,24,4.293403
6.504368,22,4.373075
13.002401,14,4.427898
4.984427,7,4.453897
8.49499,11,4.494057
21.810379,24,4.58239
7.248532,14,4.635744
5.304247,7,4.661515
10.277928,15,4.7193
9.536831,13,4.769182
11.825532,12,4.810272
4.634136,7,4.83614
10.538741,18,7.172566
11.007053,12,7.195302
8.031313,10,7.215193
11.425271,15,7.246689
12.80713,13,7.27661
26.668705,25,7.338255
12.910285,16,7.381862
23.826003,23,7.452529
19.457902,41,7.589003
8.664656,11,7.622596
14.251428,16,7.669003
9.285455,27,7.752719
5.372448,8,7.778304
10.918803,12,7.819487
18.565246,20,7.886594
15.102541,25,7.96772
7.163337,9,7.995781
54.45122,49,8.153185
10.006455,19,8.218874
13.368203,23,8.298827
11.057476,18,8.356942
10.790859,13,8.39948
12.630125,20,8.468748
6.698214,14,8.520802
6.549922,11,8.559831
13.694103,16,8.616065
82.901169,67,8.839102
24.561016,24,8.919302
8.930727,12,8.964008
6.807959,25,9.050129
9.694162,13,9.097512
9.960623,18,9.163305
25.225354,37,9.300901
8.994883,38,9.440087
13.374633,17,9.501063
8.090394,10,9.536235
8.665715,12,9.57947
9.206574,26,9.671213
17.171911,18,9.732597
50.576148,44,15.93252
13.893727,21,16.013461
13.43781,21,16.089392
7.187103,11,16.131721
23.972522,29,16.239257
7.879126,21,16.317663
20.818722,19,16.386515
8.049399,10,16.421593
13.146065,18,16.487622
7.35318,14,16.53752
19.536122,29,16.642234
19.976099,25,16.732577
11.273341,22,16.814883
9.321355,12,16.85967
11.062784,13,16.905958
92.358336,63,17.126566
