#{"t_start": 1774967755.4260426, "env_id": "SafetyPointGoal1-v0"}
r,l,t
-0.121958,1000,10.243745
0.088366,1000,63.730064
0.044872,1000,122.804108
1.357868,1000,176.514461
2.413765,1000,189.963316
1.555628,1000,244.047843
1.028798,1000,304.122808
2.17298,1000,358.019461
3.930997,1000,418.194915
2.772525,1000,425.556375
3.391763,1000,485.83102
1.794654,1000,539.881161
4.323828,1000,600.176636
6.619737,1000,654.20655
8.16245,1000,667.907804
7.148063,1000,721.913181
5.890952,1000,781.232494
9.961074,1000,835.010682
11.886672,1000,895.376584
14.885717,1000,902.733601
11.259264,1000,962.78378
14.57511,1000,1016.898296
12.969452,1000,1077.16282
15.868627,1000,1131.387974
14.798608,1000,1145.014226
17.784851,1000,1199.26538
17.808223,1000,1259.423775
20.29937,1000,1313.625246
11.684507,1000,1374.047543
23.184971,1000,1381.527206
21.899068,1000,1442.01847
21.479827,1000,1496.289758
21.826636,1000,1556.473181
19.820397,1000,1610.557601
20.677108,1000,1624.08196
21.149576,1000,1678.299753
20.259778,1000,1738.782644
22.967739,1000,1792.671731
23.613129,1000,1852.621951
25.929546,1000,1859.909096
27.126793,1000,1920.48581
23.330139,1000,1974.540253
23.852074,1000,2028.784461
24.772591,1000,2088.752311
22.967148,1000,2096.084751
