#{"t_start": 1775027122.7673504, "env_id": "SafetyPointGoal1-v0"}
r,l,t
0.228436,1000,8.281606
-0.013205,1000,78.642853
2.058983,1000,153.401927
0.130264,1000,229.675843
-0.732234,1000,260.203905
0.060349,1000,335.297344
-0.652118,1000,410.880559
-0.128916,1000,485.544196
-0.158354,1000,561.79534
-1.302843,1000,592.119558
0.374077,1000,666.754465
-0.592968,1000,743.199255
-0.906474,1000,819.400772
0.532083,1000,894.381721
0.547389,1000,924.632759
2.899544,1000,999.32519
0.045609,1000,1075.952674
2.197984,1000,1152.737267
6.141908,1000,1227.748172
4.379721,1000,1257.850853
7.170848,1000,1333.914623
4.068889,1000,1409.038743
9.701758,1000,1485.174173
10.738414,1000,1560.137213
11.615922,1000,1590.500219
11.64047,1000,1667.433807
13.338568,1000,1742.40827
10.477006,1000,1819.144355
-0.186052,1000,1895.248395
2.634647,1000,1923.850678
16.181133,1000,2000.469557
20.372205,1000,2075.495889
12.245229,1000,2151.110347
24.526604,1000,2227.206696
4.033654,1000,2256.025009
23.627434,1000,2332.517101
14.817605,1000,2409.338064
6.886336,1000,2484.102803
21.212903,1000,2560.517753
20.784031,1000,2589.193689
17.21508,1000,2665.57273
22.025822,1000,2741.855196
27.308052,1000,2816.786231
26.096331,1000,2893.205042
24.155469,1000,2923.660359
25.622142,1000,2998.661796
26.693076,1000,3075.21663
25.921746,1000,3150.075793
26.973911,1000,3225.710267
18.382505,1000,3256.10178
21.010783,1000,3331.371253
6.014399,1000,3407.456078
8.351135,1000,3484.046826
24.014503,1000,3559.091689
27.01417,1000,3589.565178
26.728434,1000,3665.092294
18.863581,1000,3740.905297
27.046283,1000,3817.268501
21.090254,1000,3892.411542
19.913835,1000,3922.983777
18.08187,1000,3999.369565
20.782626,1000,4074.503617
9.369657,1000,4150.750369
17.754365,1000,4225.86355
26.807963,1000,4256.610407
26.14364,1000,4333.282418
25.776669,1000,4408.443202
24.348495,1000,4483.625366
24.27298,1000,4560.435115
26.747906,1000,4589.59615
24.679675,1000,4665.977235
25.724253,1000,4740.714373
25.880208,1000,4816.146615
27.692832,1000,4892.313521
24.877103,1000,4920.969531
29.616963,1000,4997.479083
25.705101,1000,5074.060199
27.008639,1000,5148.430421
26.163642,1000,5224.717432
26.013127,1000,5253.368325
26.454236,1000,5329.78152
24.686896,1000,5406.560617
25.263184,1000,5481.355732
27.56093,1000,5557.697118
27.278517,1000,5588.169684
25.604751,1000,5663.399952
25.828505,1000,5739.211935
27.509895,1000,5814.325836
27.500041,1000,5890.789376
26.139384,1000,5920.926375
29.457382,1000,5996.291924
25.948346,1000,6072.192117
27.378676,1000,6148.765505
25.907855,1000,6223.628993
26.275998,1000,6253.975005
28.147743,1000,6329.107927
25.702585,1000,6405.202072
29.274595,1000,6481.74424
27.095806,1000,6556.733002
26.166482,1000,6587.318493
27.568013,1000,6663.77845
26.682081,1000,6738.579722
27.220369,1000,6815.220561
24.911545,1000,6889.417335
26.64997,1000,6919.596741
27.552204,1000,6996.232473
26.604076,1000,7071.171389
25.838949,1000,7147.609517
26.656729,1000,7224.358399
25.836877,1000,7253.061709
26.92411,1000,7329.20272
27.349974,1000,7404.120178
27.438807,1000,7480.718086
27.117332,1000,7557.032125
25.997959,1000,7585.931616
25.788359,1000,7662.541859
26.384549,1000,7738.438964
26.28995,1000,7813.779805
26.0248,1000,7890.286771
28.747829,1000,7919.306894
28.361292,1000,7995.862777
25.662614,1000,8072.384147
27.865514,1000,8147.545098
25.466351,1000,8224.170966
30.229963,1000,8254.684175
