#{"t_start": 1774911481.260836, "env_id": "HalfCheetah-v4"}
r,l,t
-324.622155,1000,2.709698
-388.046018,1000,17.036763
-276.954019,1000,38.033789
-328.487285,1000,52.589368
-294.979693,1000,61.52865
-169.633754,1000,76.075734
-274.803508,1000,96.877106
-296.608345,1000,111.396254
-236.984726,1000,132.569367
-184.134085,1000,134.836521
-90.426285,1000,155.880622
-294.93647,1000,170.514944
-292.142939,1000,191.506158
-263.680235,1000,206.098744
-350.282167,1000,214.616574
-296.594754,1000,229.20271
-359.454014,1000,250.391693
-314.654674,1000,264.890726
-219.113122,1000,285.697938
-264.4117,1000,287.963175
-305.589975,1000,308.647444
-273.856861,1000,322.859853
-259.06764,1000,344.037598
-192.538623,1000,358.677737
-197.498952,1000,367.402942
-211.92873,1000,382.119812
-273.28262,1000,403.124216
-265.338552,1000,417.626953
-291.71556,1000,438.441672
-321.948348,1000,440.742906
-200.460713,1000,461.410962
-196.034541,1000,476.030329
-203.613035,1000,497.006431
-229.006176,1000,511.679735
-272.528025,1000,519.981398
-243.93893,1000,534.676106
-247.025075,1000,555.30529
-153.513829,1000,569.706251
-228.461303,1000,590.378689
-168.125665,1000,592.758527
-165.4135,1000,613.407786
-198.272608,1000,628.135257
-172.346446,1000,642.732804
-105.246803,1000,663.831601
-141.917567,1000,666.026005
-86.453551,1000,686.996164
-143.82028,1000,701.480345
-104.711147,1000,722.519821
-216.642686,1000,737.109447
-132.574919,1000,745.479249
-131.110986,1000,760.111863
-47.183413,1000,780.943614
-20.942716,1000,795.315774
-84.981205,1000,815.961027
-21.371741,1000,818.362448
-168.968581,1000,838.474882
42.823063,1000,852.524069
-48.619516,1000,873.024871
0.842138,1000,887.340917
114.459718,1000,896.052375
77.714781,1000,910.455165
56.142822,1000,931.301317
79.499778,1000,945.540236
92.007636,1000,966.477614
45.444831,1000,968.797918
127.878437,1000,989.845072
165.184249,1000,1004.213423
231.047634,1000,1024.963462
197.401694,1000,1039.48545
192.243093,1000,1047.861771
202.322308,1000,1062.269176
255.739552,1000,1082.796788
54.383628,1000,1097.12141
292.464187,1000,1117.903442
326.142471,1000,1120.266695
214.780513,1000,1141.131399
295.252631,1000,1155.553977
239.561581,1000,1176.441779
451.692567,1000,1190.934235
433.651272,1000,1199.589929
420.035601,1000,1214.025995
506.727926,1000,1234.891163
493.398891,1000,1249.204658
420.531608,1000,1270.136271
525.343452,1000,1272.517418
420.352465,1000,1286.867364
609.770767,1000,1307.78521
657.117779,1000,1321.963785
473.829339,1000,1342.797437
415.477417,1000,1345.134362
669.650792,1000,1366.08233
693.149805,1000,1380.485323
602.474176,1000,1401.274623
631.460455,1000,1415.582719
723.895083,1000,1423.891117
654.268897,1000,1438.136842
708.148843,1000,1459.151024
719.042357,1000,1473.183833
755.86565,1000,1493.838325
738.475146,1000,1496.074981
781.764368,1000,1516.710485
741.951884,1000,1531.047029
823.720063,1000,1551.923866
814.681158,1000,1566.353054
810.798481,1000,1574.662956
882.957075,1000,1588.601007
940.216232,1000,1609.38631
897.183323,1000,1623.766842
949.87435,1000,1644.727127
950.413657,1000,1647.029062
868.168064,1000,1667.994228
1032.051335,1000,1682.324272
925.369002,1000,1703.250059
849.546419,1000,1717.671164
936.359645,1000,1726.26086
1015.106665,1000,1740.755163
1027.85106,1000,1761.523885
1031.669169,1000,1775.772928
927.690604,1000,1796.125951
971.527466,1000,1798.392147
1038.927779,1000,1819.274755
997.038065,1000,1833.754693
989.956969,1000,1854.580073
1047.188706,1000,1868.971836
1062.203543,1000,1877.492317
1014.11652,1000,1891.212093
