#{"t_start": 1774903838.5135245, "env_id": "HalfCheetah-v4"}
r,l,t
-349.401995,1000,3.050971
-416.599338,1000,17.554896
-491.658124,1000,38.560886
-249.436832,1000,53.215975
-372.367531,1000,61.989623
-305.130676,1000,76.682049
-310.057578,1000,97.243243
-317.943318,1000,111.572534
-216.258297,1000,132.26819
-417.991711,1000,133.845336
-265.494979,1000,154.938736
-341.204313,1000,169.567105
-368.467951,1000,190.161948
-320.759122,1000,204.750935
-345.279871,1000,213.420502
-258.080241,1000,228.227211
-327.9383,1000,249.616983
-246.018015,1000,264.000577
-287.407342,1000,284.960075
-379.082866,1000,287.184314
-294.64082,1000,308.303888
-351.071526,1000,322.816763
-190.471022,1000,344.148612
-261.530945,1000,358.750619
-296.049698,1000,367.67899
-221.182474,1000,382.185136
-244.608187,1000,403.118148
-326.742712,1000,417.610179
-267.540574,1000,438.927241
-212.931045,1000,441.167335
-199.839353,1000,462.489501
-102.658426,1000,476.950389
-225.407761,1000,497.494675
-191.848141,1000,512.177526
-129.22839,1000,521.05865
4.721753,1000,535.657911
-142.314736,1000,556.998039
-193.276703,1000,571.502215
-195.442455,1000,592.550569
-204.41387,1000,594.968693
-174.051351,1000,615.794205
-172.458236,1000,630.567063
-214.338267,1000,645.218187
-194.239882,1000,666.493554
-113.047762,1000,668.82118
-143.036699,1000,689.967067
-45.653155,1000,704.774787
-112.619737,1000,725.52866
-173.23105,1000,740.204656
-99.619634,1000,749.051675
-134.54161,1000,763.97502
-191.989777,1000,785.221913
-113.941076,1000,799.883614
-45.662443,1000,820.793534
1.076653,1000,823.140877
-52.698898,1000,844.315195
-28.694626,1000,858.983314
-171.566383,1000,880.121755
-36.083892,1000,894.700795
-68.471687,1000,903.407548
-147.492907,1000,918.03303
-187.537032,1000,939.325949
-20.877217,1000,953.98601
3.564536,1000,975.368792
-71.90617,1000,977.655279
61.793777,1000,998.727148
-22.67729,1000,1013.532231
14.44705,1000,1034.905096
-8.755583,1000,1049.728093
52.679976,1000,1058.129257
-133.200775,1000,1072.836446
70.653665,1000,1093.928754
123.176885,1000,1108.661743
81.508843,1000,1129.646542
41.678637,1000,1131.91472
-53.460103,1000,1153.218529
-150.775109,1000,1167.688614
73.365452,1000,1188.929602
120.859858,1000,1203.66505
99.528164,1000,1212.223205
118.732682,1000,1227.014885
118.703701,1000,1247.82226
125.805572,1000,1262.638684
173.126185,1000,1283.406193
163.848393,1000,1285.856219
199.288263,1000,1300.096021
133.366822,1000,1320.91801
217.260667,1000,1335.372449
234.876004,1000,1356.444177
227.50563,1000,1358.556317
191.814577,1000,1379.060487
141.800518,1000,1393.774046
287.336433,1000,1414.892561
312.662137,1000,1428.892019
209.433496,1000,1437.633237
232.348806,1000,1452.288562
168.058782,1000,1472.775346
350.111714,1000,1487.434606
302.756078,1000,1508.542628
303.344994,1000,1510.723512
173.141152,1000,1531.630529
398.958104,1000,1546.172748
338.231226,1000,1567.084707
398.856279,1000,1581.749236
319.076685,1000,1590.588807
351.153219,1000,1605.223883
280.052753,1000,1626.347926
435.83845,1000,1640.968287
373.875152,1000,1661.776286
392.070916,1000,1663.870585
378.499357,1000,1685.02194
466.10498,1000,1699.524868
423.412991,1000,1719.970019
411.675476,1000,1734.501142
454.104547,1000,1743.432891
423.994736,1000,1758.060142
463.336553,1000,1779.062977
395.926763,1000,1793.509737
394.820312,1000,1814.70713
425.707353,1000,1817.17488
473.446863,1000,1837.892442
359.252202,1000,1852.134269
548.362914,1000,1872.843548
463.640806,1000,1887.450428
518.084761,1000,1896.276756
540.986519,1000,1910.599081
