#{"t_start": 1774991980.6009798, "env_id": "SafetyPointGoal1-v0"}
r,l,t
-1.77656,1000,10.063429
0.076985,1000,62.094567
0.470967,1000,120.511978
-0.452109,1000,172.582948
0.529618,1000,186.465047
0.555224,1000,238.667219
1.692366,1000,297.121086
0.330469,1000,349.291509
2.273366,1000,407.870748
3.353895,1000,415.215044
5.966029,1000,473.631935
1.194125,1000,525.801806
10.127762,1000,584.409478
8.110263,1000,636.581209
14.948531,1000,650.495223
7.614551,1000,702.70748
13.189114,1000,761.287906
10.627442,1000,813.374726
15.016861,1000,871.970581
5.955323,1000,879.448927
13.248385,1000,937.989939
17.33413,1000,990.290064
15.676669,1000,1048.599407
21.120044,1000,1100.744878
17.995444,1000,1114.46891
19.723945,1000,1166.725174
21.973008,1000,1225.441459
20.592908,1000,1277.47462
21.884663,1000,1336.02838
24.725919,1000,1343.390583
21.552322,1000,1401.806716
20.453212,1000,1453.993224
24.821774,1000,1512.543856
21.137477,1000,1564.710073
23.503442,1000,1578.650946
23.71502,1000,1630.818722
24.299092,1000,1689.401098
24.405234,1000,1741.534653
22.929514,1000,1800.120562
22.626288,1000,1807.602291
23.692527,1000,1866.147662
23.393275,1000,1918.127269
24.799607,1000,1970.283402
25.813695,1000,2028.798942
22.912323,1000,2036.333915
26.549027,1000,2094.756821
25.238748,1000,2147.103137
24.037413,1000,2205.940701
25.671096,1000,2258.070447
23.561827,1000,2271.941557
26.296298,1000,2324.229803
25.789505,1000,2382.734919
27.972377,1000,2435.032786
25.174439,1000,2493.635505
24.60342,1000,2501.100234
25.854803,1000,2559.836544
27.468074,1000,2611.941902
25.520038,1000,2670.317114
25.093876,1000,2722.351566
25.522099,1000,2736.167596
25.744626,1000,2788.432837
25.247472,1000,2846.834908
25.98537,1000,2899.069159
27.32063,1000,2957.798906
25.697397,1000,2965.210943
26.50248,1000,3023.894496
24.335007,1000,3076.044756
25.728027,1000,3134.494557
25.235818,1000,3186.537474
27.238725,1000,3200.356714
26.641499,1000,3252.660134
24.81749,1000,3311.05813
26.13773,1000,3363.315651
28.56212,1000,3421.743621
25.548796,1000,3429.213761
25.129194,1000,3487.909219
26.67977,1000,3540.109328
25.986733,1000,3598.586726
28.324736,1000,3650.611523
25.483388,1000,3664.127642
26.338684,1000,3716.268298
25.826828,1000,3774.909743
27.041595,1000,3826.990116
25.881525,1000,3885.634364
29.567854,1000,3893.159921
27.486323,1000,3945.452182
26.918096,1000,4004.112811
27.327783,1000,4056.248405
27.621868,1000,4114.681625
27.187166,1000,4122.222534
26.837927,1000,4180.867629
24.470018,1000,4233.166515
29.281476,1000,4291.837168
27.195161,1000,4344.048683
26.006701,1000,4357.836745
27.771975,1000,4409.973516
27.238399,1000,4468.278918
27.076098,1000,4520.411032
25.601957,1000,4578.84369
26.78927,1000,4586.2915
27.401559,1000,4644.727721
26.651044,1000,4696.934978
26.335204,1000,4755.592754
27.315182,1000,4807.75741
26.368921,1000,4821.490813
25.781409,1000,4873.718203
27.158564,1000,4932.329979
28.057634,1000,4984.437248
27.691254,1000,5043.211007
26.249625,1000,5050.656956
25.62274,1000,5109.073608
29.041407,1000,5161.248134
27.500242,1000,5219.656669
26.109859,1000,5271.761116
27.171393,1000,5285.672177
26.3065,1000,5337.905213
28.269762,1000,5396.428626
26.917977,1000,5448.586474
26.135933,1000,5507.058927
25.787922,1000,5514.408029
27.09277,1000,5573.178057
26.105587,1000,5625.35324
28.751966,1000,5684.093432
27.590289,1000,5736.203944
27.482593,1000,5749.971803
27.071991,1000,5802.225609
