#{"t_start": 1774907671.3950846, "env_id": "HalfCheetah-v4"}
r,l,t
-378.529124,1000,2.980525
-367.590309,1000,16.95854
-366.228303,1000,36.993017
-289.023633,1000,51.374516
-284.458239,1000,60.094883
-331.05516,1000,74.188452
-197.36145,1000,95.015195
-322.642565,1000,109.483165
-342.178967,1000,130.60952
-256.299842,1000,133.027722
-238.180754,1000,153.841231
-289.48237,1000,168.353263
-327.487046,1000,188.885979
-317.448965,1000,203.424331
-365.975919,1000,211.686252
-407.873046,1000,226.272479
-331.202976,1000,246.685014
-273.414752,1000,260.889714
-248.404162,1000,281.7898
-334.722345,1000,284.169202
-276.871814,1000,304.377514
-241.912804,1000,318.760674
-295.737469,1000,340.015887
-265.065489,1000,354.54288
-267.424915,1000,363.006983
-185.598831,1000,377.59513
-125.763011,1000,397.82456
-105.711527,1000,412.3702
-173.369781,1000,433.304741
-182.991157,1000,435.559765
-166.388828,1000,456.069938
-246.328828,1000,470.688078
-193.107579,1000,491.583006
-184.616978,1000,506.067302
-174.716841,1000,514.493187
-316.144242,1000,528.93992
-213.455217,1000,550.045901
-186.484143,1000,564.564051
-261.037851,1000,585.556254
-277.542666,1000,587.899767
-166.830443,1000,608.445982
-280.930945,1000,622.919628
-268.308691,1000,637.53516
-205.548985,1000,658.543589
-195.304347,1000,660.740236
-127.221046,1000,680.940341
-120.725834,1000,695.531902
-113.896166,1000,716.506783
-148.156887,1000,730.998611
-113.405074,1000,739.563874
-58.196726,1000,753.988138
-111.818143,1000,774.189657
-41.988922,1000,788.591045
-51.972906,1000,809.447753
-127.626109,1000,811.730019
-82.353577,1000,832.688992
14.637341,1000,847.10469
53.661921,1000,867.772611
-9.63733,1000,882.26099
-45.459996,1000,890.754155
3.616097,1000,905.297526
-257.473028,1000,925.698139
-44.085819,1000,940.026318
0.806028,1000,960.742321
-32.143484,1000,963.026273
55.596586,1000,984.056588
34.665735,1000,998.493842
99.157409,1000,1018.875236
-41.278803,1000,1033.409157
173.396028,1000,1042.120201
22.21524,1000,1056.483769
61.040938,1000,1077.229839
142.361057,1000,1091.537102
157.940189,1000,1112.423376
91.263056,1000,1114.692755
-54.466106,1000,1135.586472
38.553928,1000,1150.093632
187.253234,1000,1170.1554
11.392965,1000,1184.634179
192.095036,1000,1193.329373
247.052247,1000,1207.626733
173.823997,1000,1228.537814
197.801263,1000,1242.773322
215.102401,1000,1263.341018
233.229061,1000,1265.878666
244.420692,1000,1279.956087
300.961442,1000,1300.440386
204.246382,1000,1314.675373
246.383043,1000,1335.286196
383.480467,1000,1337.525159
424.286246,1000,1358.374621
238.853997,1000,1372.592644
369.552727,1000,1393.348624
320.419853,1000,1407.813354
398.777379,1000,1416.752696
275.310165,1000,1430.855678
347.865255,1000,1451.26384
377.001537,1000,1465.619765
486.082513,1000,1486.338747
438.783017,1000,1487.829999
383.16948,1000,1508.638094
113.341619,1000,1522.675374
502.374914,1000,1542.891212
429.250096,1000,1557.179814
554.517422,1000,1565.767482
577.270332,1000,1579.944863
-186.986572,1000,1600.535232
519.548421,1000,1614.782559
375.097499,1000,1635.647958
336.719381,1000,1637.917568
555.15906,1000,1658.749772
542.676984,1000,1672.712773
534.656992,1000,1693.153529
453.307471,1000,1707.486487
620.609008,1000,1716.306517
627.394884,1000,1730.521416
579.081488,1000,1750.958821
721.678295,1000,1765.327616
619.218625,1000,1786.190863
699.827443,1000,1788.526214
701.625863,1000,1808.937075
568.84299,1000,1823.221795
656.269377,1000,1843.948753
520.523998,1000,1858.216267
751.582548,1000,1866.749541
725.576769,1000,1881.12616
