#{"t_start": 1775043703.605883, "env_id": "SafetyPointGoal1-v0"}
r,l,t
-0.388492,1000,8.576617
0.02012,1000,78.860435
-0.473354,1000,153.726614
0.399,1000,230.206451
-1.250322,1000,260.650624
1.63585,1000,335.830241
0.136619,1000,412.5584
-0.618824,1000,487.408696
0.367265,1000,564.006978
-1.283134,1000,593.824955
-0.474579,1000,669.121765
-0.693091,1000,745.568455
0.382175,1000,821.637887
0.506538,1000,895.980173
1.452027,1000,926.350864
3.373324,1000,1001.350448
0.162049,1000,1078.103218
2.549935,1000,1154.65388
3.808314,1000,1229.391923
8.268815,1000,1259.854022
2.894844,1000,1336.359734
20.418477,1000,1411.294824
9.105545,1000,1487.803112
15.707095,1000,1562.950207
14.190333,1000,1592.713775
21.338309,1000,1669.189753
23.65632,1000,1744.488726
26.482092,1000,1821.403028
23.895201,1000,1898.104095
23.230476,1000,1927.240734
22.519849,1000,2003.207302
11.31365,1000,2078.373453
26.322854,1000,2154.444777
23.985995,1000,2231.109836
25.751194,1000,2259.859139
25.152569,1000,2335.825107
24.601441,1000,2412.20008
26.895529,1000,2487.099808
26.83323,1000,2563.71683
7.51077,1000,2592.672618
23.587937,1000,2668.648098
17.354759,1000,2745.361281
20.584173,1000,2820.439212
21.122501,1000,2897.115673
22.346229,1000,2927.718688
25.004979,1000,3002.548297
24.785711,1000,3078.814335
22.880338,1000,3154.105054
16.654102,1000,3230.225108
9.478889,1000,3260.77085
24.446979,1000,3335.878615
15.996278,1000,3412.254542
24.563784,1000,3489.045272
24.670182,1000,3564.128101
26.409306,1000,3594.542944
24.236826,1000,3669.878439
24.408863,1000,3746.363321
26.098955,1000,3822.8579
26.880378,1000,3897.889344
24.929483,1000,3928.275224
27.216398,1000,4004.746436
26.561637,1000,4080.23302
26.648066,1000,4156.546464
26.500452,1000,4231.724043
28.309635,1000,4260.763782
26.629929,1000,4337.386445
26.660891,1000,4412.635086
25.808847,1000,4488.382887
29.252736,1000,4564.16819
27.918993,1000,4593.306423
26.590362,1000,4669.526657
26.452438,1000,4745.248596
27.310874,1000,4821.081817
26.261617,1000,4897.64571
25.131594,1000,4926.392912
27.250314,1000,5002.980322
25.497713,1000,5079.661325
26.339986,1000,5154.978801
26.399602,1000,5231.333055
27.495828,1000,5260.473589
25.82524,1000,5337.136302
28.322995,1000,5413.482574
27.307183,1000,5488.44389
28.298408,1000,5564.913125
26.772952,1000,5594.977551
27.915386,1000,5669.773027
25.323988,1000,5746.041075
27.698173,1000,5821.174034
27.237956,1000,5897.154308
28.288052,1000,5927.376238
26.362105,1000,6002.859845
26.504719,1000,6079.739011
27.377555,1000,6156.714387
27.62035,1000,6231.804017
26.530486,1000,6262.437408
26.729817,1000,6337.777801
28.293034,1000,6414.485213
26.482172,1000,6490.675593
27.708511,1000,6565.991162
28.348742,1000,6596.487735
26.990332,1000,6672.764617
27.162438,1000,6748.009953
26.520991,1000,6824.583933
26.153224,1000,6900.132117
29.114795,1000,6929.980022
25.62008,1000,7006.950054
27.102458,1000,7082.357315
28.723371,1000,7159.079716
27.284438,1000,7235.7982
26.992014,1000,7264.778007
26.722338,1000,7341.596966
26.628811,1000,7416.875041
27.209457,1000,7493.593998
25.641908,1000,7569.992996
26.987588,1000,7598.598768
26.57979,1000,7675.067985
28.048526,1000,7751.714442
26.431914,1000,7826.153697
27.446531,1000,7902.792332
28.081087,1000,7931.91519
27.051463,1000,8008.50258
25.405408,1000,8084.895937
27.634327,1000,8160.137376
29.080394,1000,8237.051295
26.257615,1000,8267.454775
