#{"t_start": 1774827470.5640533, "env_id": "Hopper-v4"}
r,l,t
12.656985,18,0.889784
5.676241,11,0.911621
5.878114,20,0.951518
15.955852,27,1.014621
17.021583,19,1.063927
7.650644,20,1.122003
4.866102,10,1.155208
15.359582,14,1.20004
18.89226,17,1.256543
12.570961,18,1.315055
10.072101,33,1.427392
9.328908,11,1.464957
11.817131,30,1.566028
12.422487,25,1.651719
11.202963,13,1.697083
10.522414,13,1.745115
9.352041,12,1.789518
10.498429,13,1.832663
6.411209,9,1.862571
33.408129,40,1.99306
8.901992,10,2.026614
48.751681,41,2.176232
13.369194,16,2.235494
6.960908,10,2.273105
6.121843,8,2.302577
12.776973,16,2.361515
7.11589,15,2.417826
10.964583,15,2.473264
6.056208,13,2.524197
5.009338,7,2.550913
22.462416,24,2.638341
9.516791,26,2.732286
14.019452,31,2.8424
12.117099,23,2.922071
10.778277,12,2.963416
10.860726,18,3.027869
5.307462,23,3.102809
23.735036,23,3.170662
5.046882,8,3.19557
16.329845,16,3.246111
6.995513,10,3.279886
10.18111,18,3.340549
14.734698,16,3.394965
12.585491,16,3.450487
6.57333,9,3.483052
56.187402,46,3.646014
19.626447,25,3.737978
11.564734,20,3.813083
9.470004,13,3.861131
17.96561,18,3.927094
20.349689,22,4.006477
14.628456,26,4.103385
25.607672,29,4.21608
24.583818,31,4.331181
44.457268,32,4.446897
37.997686,26,4.540336
7.704191,10,4.575958
10.839203,14,4.626297
22.158423,25,4.717124
13.653686,30,4.825526
8.563516,15,4.880047
35.477001,44,5.03909
11.042646,12,5.082641
9.332214,14,5.133586
43.243494,44,7.838619
8.998586,11,7.864096
14.692511,31,7.939803
7.377057,13,7.976516
28.21408,26,8.053533
7.252915,12,8.088851
6.708091,13,8.128304
3.392736,12,8.163536
13.184146,16,8.212255
9.128203,21,8.279279
9.274662,13,8.320822
22.173928,27,8.383424
10.418333,15,8.42189
8.032574,10,8.448916
20.00563,29,8.529298
11.427163,18,8.579927
11.588048,14,8.622796
10.03403,13,8.662879
13.937819,15,8.711601
7.174963,12,8.750932
8.503345,16,8.803714
27.401511,29,8.89824
46.928005,35,8.99945
14.280518,15,9.045039
8.394305,10,9.076796
16.961547,21,9.145025
16.934057,20,9.216531
5.961811,8,9.245103
31.148439,36,9.377208
16.501191,21,9.455434
12.744137,14,9.50624
69.425934,52,9.699589
7.212385,13,9.748552
7.504514,11,9.789036
28.985642,29,9.896011
12.345188,18,9.961755
17.443357,17,10.024972
11.854667,30,10.135408
41.311582,32,10.252919
5.861548,8,16.517932
57.957589,46,16.709238
18.138515,17,16.776182
11.95433,35,16.908921
13.496116,15,16.965522
30.629806,26,17.057208
14.438609,24,17.144813
59.155047,64,17.385568
91.20217,58,17.595217
10.566096,23,17.676541
21.052919,24,17.76449
58.862857,58,17.972561
10.075029,13,18.019981
10.773685,16,18.078148
26.883127,35,19.002444
24.47288,22,19.04645
7.622687,12,19.069016
13.572174,15,19.101503
7.373179,15,19.137093
24.758403,23,19.196108
10.826619,14,19.234452
13.093151,14,19.278036
221.478305,131,19.71302
17.233281,17,19.764183
14.157071,19,19.822878
32.187788,32,19.929889
7.695296,10,19.96393
12.260891,13,20.006795
12.770261,32,20.115813
71.028155,75,20.382545
