#{"t_start": 1775052026.9499202, "env_id": "SafetyPointGoal1-v0"}
r,l,t
-0.678493,1000,8.307899
-0.11332,1000,78.320659
-0.452123,1000,153.7361
0.700369,1000,230.434309
-0.148849,1000,260.929369
-0.785747,1000,336.455995
-0.366346,1000,412.727146
-0.60346,1000,487.90265
0.341338,1000,563.507335
-1.116792,1000,593.640697
-1.045267,1000,668.760918
-0.385139,1000,745.221866
1.012263,1000,822.235334
0.337571,1000,897.228355
2.4806,1000,927.550488
4.030347,1000,1002.590696
1.299442,1000,1079.280997
4.298606,1000,1156.947175
7.420792,1000,1231.802212
8.54493,1000,1261.715262
11.294763,1000,1339.560515
15.292608,1000,1415.69673
16.60323,1000,1492.852804
17.599641,1000,1569.151071
18.976873,1000,1598.702726
17.273022,1000,1676.210729
14.11515,1000,1752.035211
19.080918,1000,1829.300995
13.227017,1000,1906.857968
16.629567,1000,1935.420581
22.836363,1000,2012.987766
23.998897,1000,2087.926139
23.308434,1000,2165.06303
23.127628,1000,2242.830189
21.584066,1000,2271.532171
14.82414,1000,2349.33127
17.958436,1000,2427.193604
23.550083,1000,2503.567557
25.08514,1000,2580.914568
19.054056,1000,2609.397218
26.162524,1000,2686.578763
22.689621,1000,2763.753466
2.780849,1000,2840.142002
3.23449,1000,2917.138748
24.466654,1000,2946.949318
25.697119,1000,3022.46536
25.250056,1000,3099.496978
20.51557,1000,3175.765226
25.316076,1000,3253.376895
24.95578,1000,3282.834685
24.181423,1000,3359.158695
19.941755,1000,3436.479418
19.749425,1000,3514.349054
26.10066,1000,3590.52138
26.646161,1000,3620.518245
24.61845,1000,3696.901653
27.642427,1000,3774.424735
23.139897,1000,3851.941538
25.653777,1000,3927.915048
25.259834,1000,3957.160039
26.345566,1000,4034.983445
27.164779,1000,4111.259838
22.880607,1000,4188.899915
26.11272,1000,4265.28824
25.040171,1000,4294.947264
25.889757,1000,4371.980808
28.513118,1000,4448.511158
28.908473,1000,4526.106597
27.589214,1000,4603.513481
25.538817,1000,4632.078558
28.549945,1000,4709.67373
27.610101,1000,4786.076569
26.159897,1000,4863.209889
28.25387,1000,4940.640129
26.014859,1000,4969.163016
27.263305,1000,5046.948133
25.468988,1000,5124.152879
28.419851,1000,5199.576356
25.333095,1000,5277.62855
25.033071,1000,5306.020419
25.841428,1000,5383.457874
26.223135,1000,5460.14813
28.480287,1000,5536.24623
25.742312,1000,5614.297607
27.493259,1000,5644.245981
26.01519,1000,5719.581964
26.003057,1000,5797.006977
27.549863,1000,5872.849561
25.635088,1000,5949.874552
26.095847,1000,5979.556571
27.157331,1000,6055.886043
26.694155,1000,6133.146542
27.107495,1000,6210.836763
25.552445,1000,6286.176764
27.411012,1000,6316.28104
26.757641,1000,6392.471576
28.600001,1000,6468.616596
27.132682,1000,6546.519873
26.412744,1000,6622.650625
27.446046,1000,6652.576783
26.833427,1000,6730.058257
26.899661,1000,6806.06187
28.60945,1000,6883.290013
25.831977,1000,6959.146711
28.793094,1000,6988.835872
27.279337,1000,7066.603833
28.045843,1000,7142.581518
26.3615,1000,7220.479281
27.254478,1000,7297.188374
27.391005,1000,7325.929792
28.08431,1000,7403.637774
28.413833,1000,7479.724661
28.670272,1000,7557.128611
26.862208,1000,7634.911247
28.883038,1000,7663.465604
26.157525,1000,7740.229697
27.130499,1000,7817.618154
27.284334,1000,7893.659939
27.772341,1000,7971.034608
27.744249,1000,7999.233598
27.342591,1000,8076.753434
26.618164,1000,8154.256016
27.622243,1000,8230.339656
30.045655,1000,8306.635864
26.106955,1000,8336.326423
