#{"t_start": 1774867526.6644075, "env_id": "Hopper-v4"}
r,l,t
9.152317,16,0.904461
8.161698,14,0.932072
141.649266,90,1.154107
9.805604,11,1.186282
6.954739,10,1.217521
5.419521,10,1.248921
8.326221,11,1.285744
7.49959,14,1.336165
6.757272,11,1.375088
10.552232,14,1.425593
15.110001,20,1.498086
6.095207,8,1.526264
11.035321,20,1.601038
9.650597,11,1.639277
7.882433,16,1.693618
13.459126,15,1.747777
7.347695,11,1.789338
8.393543,17,1.850546
15.492567,23,1.935276
10.272684,12,1.980094
12.497366,18,2.046563
25.123811,29,2.151385
38.32024,35,2.269824
8.018937,14,2.313879
7.220235,10,2.349363
7.150905,24,2.431264
6.196051,8,2.45872
11.752006,14,2.507683
10.677762,16,2.566667
5.201836,9,2.599221
13.452473,16,2.657485
9.034465,13,2.705697
6.422372,9,2.739883
9.135591,12,2.784508
49.511078,40,2.933257
18.082096,19,3.00259
13.303863,20,3.075874
8.927028,14,3.127075
11.898644,15,3.183175
5.939213,12,3.22942
14.702724,15,3.28301
9.831381,13,3.32899
15.146626,17,3.388084
30.605287,33,3.511414
138.204952,81,3.778837
13.075315,18,3.843356
19.735391,19,3.908683
15.664847,15,3.958573
12.066436,22,4.030375
5.898217,20,4.097874
9.027123,21,4.170072
10.201607,26,4.259438
5.965204,10,4.293524
13.564208,19,4.359144
28.626312,25,4.444691
16.609708,19,4.509719
5.190383,9,4.540636
9.94065,12,4.579471
6.169167,8,4.60554
19.431665,17,4.648489
6.588577,10,4.678746
10.58813,26,4.760908
8.019742,10,4.793995
65.573238,60,5.00018
16.34626,16,5.056774
12.083355,15,7.710057
9.153436,13,7.734315
11.849871,14,7.761852
10.796965,18,7.799537
14.153907,31,7.874108
8.559768,10,7.902339
9.187994,16,7.951786
9.417154,12,7.989309
34.056382,25,8.071855
17.874018,31,8.156033
23.768165,32,8.243884
8.042787,12,8.280197
12.473413,27,8.368302
9.889457,11,8.404737
12.570051,14,8.451225
11.064001,14,8.497771
17.248464,31,8.599015
11.146304,26,8.683573
12.492896,17,8.740737
7.352322,11,8.775922
15.272176,17,8.830597
18.387348,32,8.918057
6.032813,8,8.936712
17.008193,18,8.984298
10.209555,11,9.016652
10.511277,14,9.06047
10.839862,17,9.1161
8.968288,21,9.186946
4.889571,9,9.216843
15.430277,45,9.372504
16.36451,17,9.43499
12.051524,15,9.491245
38.513817,29,9.597204
28.814166,41,9.748379
22.437424,20,9.816207
25.085031,27,9.915422
30.06809,27,10.014503
20.622068,22,10.097442
14.531291,17,10.159442
10.711148,12,10.203328
9.611506,13,16.03981
23.147704,20,16.128061
91.674925,57,16.349203
204.468471,103,16.716951
27.101366,26,16.807503
11.863307,38,16.938166
68.086077,56,17.131059
14.024734,17,17.188252
57.486783,39,17.322577
26.403289,26,17.416914
11.746325,13,17.463528
21.461889,23,17.548011
25.763965,28,17.648073
9.545982,13,18.411529
8.503656,12,18.433425
12.696112,13,18.460608
12.931549,36,18.550725
29.316182,30,18.633725
7.575489,12,18.668432
27.192193,24,18.743815
43.938717,39,18.874589
20.982424,26,18.962054
9.962927,12,18.999148
5.954825,10,19.033598
101.108666,59,19.244354
9.976622,12,19.287673
108.285863,62,19.508618
10.634846,15,19.566596
6.554951,33,19.690621
4.483747,8,19.721196
16.046095,30,19.830365
45.19754,42,19.988102
13.114835,13,20.036104
28.613612,32,20.15032
9.840135,14,20.201193
13.526171,17,20.260651
15.253918,17,20.315483
13.007145,17,20.374123
95.992642,63,20.602752
104.022211,59,20.814246
10.303691,13,20.859932
23.022542,39,20.998047
20.668299,20,21.070443
26.801421,25,21.161498
16.871798,19,21.230298
109.034855,66,21.482652
75.206687,47,21.65432
62.529999,68,21.885687
8.679892,18,21.945709
11.104715,21,22.020385
15.539775,27,22.114005
10.85132,14,22.162791
26.42176,39,22.295339
12.433228,18,22.359547
7.6661,9,22.391795
8.745197,13,22.440073
13.10297,29,22.542568
27.47874,24,22.605993
21.147297,31,23.414848
8.788045,14,23.441214
20.894206,22,23.485877
12.583902,15,23.517666
20.176025,19,23.565918
38.980328,33,23.645563
8.832647,11,23.674232
14.605329,15,23.714691
18.083182,19,23.770994
14.966837,26,23.858088
6.923773,12,23.898699
24.769805,24,23.980492
49.111689,43,24.123793
98.895992,57,24.320643
22.234848,22,24.397516
9.624318,11,30.758401
9.394607,12,30.804428
114.256269,61,31.03841
15.933375,29,31.145372
11.37754,17,31.206197
136.476548,71,31.4548
102.192601,66,31.676445
201.022815,91,31.989494
9.411035,11,32.03023
138.906868,71,32.283898
166.013406,96,32.620682
44.634974,37,32.753146
17.879381,16,32.809626
25.706811,23,32.892452
11.712222,13,32.939049
14.186629,18,33.004786
140.224415,91,33.323671
40.231508,36,33.448952
21.286269,21,33.524641
117.262507,61,33.745688
6.342533,12,33.78942
9.440582,13,33.838818
40.491264,32,34.563112
52.751453,44,34.647503
52.568204,72,34.820259
54.770502,37,34.919062
46.799131,51,35.080331
137.606223,68,35.316411
72.843133,45,35.47441
19.374106,21,35.547873
69.181643,53,35.741779
27.063624,24,35.831836
45.346877,43,35.988953
89.095952,49,36.149902
98.932644,62,36.359662
75.227931,43,36.507027
20.395289,18,36.571882
56.140976,40,36.713258
177.187039,111,37.086726
109.613483,60,37.286816
19.29247,16,37.343902
32.012428,39,37.476182
