#{"t_start": 1774913397.0476017, "env_id": "HalfCheetah-v4"}
r,l,t
-328.63237,1000,2.900733
-406.501469,1000,17.151484
-321.179915,1000,38.097037
-315.459385,1000,52.529544
-311.362337,1000,61.378838
-370.753263,1000,75.741097
-383.995213,1000,96.26901
-350.451139,1000,110.541979
-334.500965,1000,131.463536
-280.530581,1000,133.760556
-319.354939,1000,154.57047
-297.0829,1000,169.033084
-173.066089,1000,189.425194
-319.627339,1000,203.472392
-316.57365,1000,212.216158
-173.749855,1000,226.398277
-211.618226,1000,247.417782
-276.965558,1000,261.571184
-347.608963,1000,282.609318
-301.098203,1000,284.879496
-295.389885,1000,305.425437
-279.215309,1000,319.939091
-252.215389,1000,341.067225
-278.454992,1000,355.660658
-263.081386,1000,364.07148
-292.484979,1000,378.716112
-238.523304,1000,399.558805
-236.28425,1000,413.937619
-326.222342,1000,434.948548
-221.406198,1000,436.827999
-172.406431,1000,457.757415
-178.612038,1000,472.184652
-159.727164,1000,493.256311
-210.555425,1000,507.82879
-189.191824,1000,516.276305
-144.966582,1000,530.619998
-147.338297,1000,551.737664
-180.142681,1000,566.221008
-158.684321,1000,587.154099
-215.257679,1000,589.4593
-180.224822,1000,610.479823
-102.125545,1000,625.034382
-108.27738,1000,639.419121
-215.801707,1000,660.420972
-101.16456,1000,662.664706
-171.78667,1000,683.923266
-204.585433,1000,698.514075
-242.421437,1000,719.124537
-39.040459,1000,733.772263
-198.208152,1000,742.350755
-127.99103,1000,756.918434
-105.548946,1000,777.511376
-89.265494,1000,792.119209
-130.170707,1000,813.049696
-86.822034,1000,815.386599
-88.614706,1000,836.288649
-72.93553,1000,850.835053
-162.301912,1000,871.822648
-62.606885,1000,886.439056
-49.419596,1000,894.910062
-52.902682,1000,909.33066
-56.725037,1000,929.629139
-63.808484,1000,943.961495
-29.07104,1000,964.678861
16.823573,1000,966.767311
-37.089083,1000,987.401596
-33.909412,1000,1001.779413
27.361223,1000,1021.963073
32.981423,1000,1036.420207
3.390466,1000,1045.18122
-3.529163,1000,1059.479067
16.544781,1000,1080.268342
-41.083246,1000,1094.810524
-8.096825,1000,1115.461938
47.135589,1000,1117.807231
103.489673,1000,1138.427354
-39.419412,1000,1152.69563
171.822591,1000,1173.640736
15.610886,1000,1188.078347
102.581364,1000,1196.694882
168.749857,1000,1210.42095
122.575428,1000,1230.951338
208.367453,1000,1245.520079
245.816849,1000,1266.075418
150.927355,1000,1268.548972
174.659025,1000,1283.022542
151.116873,1000,1303.893539
230.427854,1000,1318.144384
158.767567,1000,1338.887062
244.07243,1000,1341.201732
124.636212,1000,1362.022494
136.748552,1000,1376.417312
248.903551,1000,1397.270195
151.630063,1000,1411.526191
285.122572,1000,1420.058207
205.812193,1000,1434.352849
300.519315,1000,1455.335263
287.06227,1000,1469.642846
197.956097,1000,1490.525462
308.494343,1000,1492.80583
310.744241,1000,1513.70675
361.513539,1000,1527.96181
344.929896,1000,1548.665269
270.842239,1000,1562.968358
346.438356,1000,1571.792711
300.113626,1000,1586.107961
396.709289,1000,1606.422785
351.885427,1000,1620.520602
426.599809,1000,1640.789939
443.745001,1000,1642.984403
275.882832,1000,1663.391077
425.653731,1000,1677.361789
426.580846,1000,1697.418324
468.629636,1000,1711.691079
549.93776,1000,1720.192379
453.510547,1000,1734.160016
493.463999,1000,1754.84873
500.923042,1000,1769.211624
463.39282,1000,1790.022519
501.23595,1000,1792.291912
455.813249,1000,1813.220083
535.800866,1000,1827.619567
509.018429,1000,1848.32
536.137226,1000,1862.572894
633.040557,1000,1871.186637
570.819814,1000,1885.019346
